CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000205A,16-1-004,001+0.873,005+0.139,S-205,18,3.166,1095.5,3468.353,,GALLATIN,FRONTAGE RD,S-205,Secondary,3.6,304.30555555555554,963.4313888888888
C000024A,25-3-005,087+0.493,100+0.431,N-24,90,12.958,1355.0,17558.09,,LEWIS AND CLARK,,MT-200,NI-NHS,18.0,75.27777777777777,975.4494444444445
C000045A,49-3A-012,000+0.000,001+0.429,P-45,12,1.455,1660.0,2415.3,,SWEET GRASS,FRONTAGE RD,US-191,Primary,2.4,691.6666666666667,1006.375
C000060A,W-127,071+0.037,073+0.866,N-60,45,3.004,3046.25,9150.935,,CASCADE,,US-89,Primary,9.0,338.47222222222223,1016.7705555555556
C000284A,25-7A-009,004+0.667,008+0.076,S-284,28,3.52,1623.25,5713.84,,LEWIS AND CLARK,SPOKANE CREEK RD,S-284,Secondary,5.6,289.86607142857144,1020.3285714285716
C000059A,34-1-001,009+0.172,014+0.612,P-59,39,5.452,1480.25,8070.323,,PARK,,US-89,Primary,7.8,189.77564102564105,1034.656794871795
C000001A,15-7B-036,124+0.603,125+0.635,N-1,89,1.019,18115.0,18459.185,,FLATHEAD,,US-2,NI-NHS,17.8,1017.6966292134832,1037.032865168539
C000013A,22-4-002,080+0.760,083+0.034,P-13,14,2.263,1285.25,2908.5207499999997,,GALLATIN,,MT-87,Primary,2.8,459.0178571428572,1038.7574107142857
C000069A,22-4-003,004+0.259,006+0.174,P-69,9,1.887,1008.0,1902.096,,JEFFERSON,LEGION ST,MT-2/MT-69,Primary,1.8,560.0,1056.72
C000203A,41-1-016,000+0.000,001+0.249,S-203,25,1.259,4202.6,5291.0734,,RAVALLI,STEVENSVILLE RD,S-203,Secondary,5.0,840.5200000000001,1058.21468
C000001A,53-8-008,555+0.896,557+0.641,N-1,12,1.754,1482.5,2600.305,,VALLEY,,US-2,NI-NHS,2.4,617.7083333333334,1083.4604166666666
C000042A,53-4-021,073+0.346,075+0.660,P-42,12,2.312,1128.25,2608.5139999999997,,VALLEY,,MT-24,Primary,2.4,470.1041666666667,1086.8808333333332
C000057A,07-2-024,005+0.865,007+0.070,N-57,15,1.198,2724.0,3263.352,,CASCADE,,MT-200/MT-3/US-87,NI-NHS,3.0,908.0,1087.784
C000090A,W-137,026+0.394,029+0.777,I-90,109,3.399,7021.0,23864.379,,MINERAL,,I-90,Interstate,21.8,322.0642201834862,1094.6962844036698
C000453A,25-7A-014,001+0.572,005+0.122,S-453,19,3.499,1190.0,4163.81,,LEWIS AND CLARK,LINCOLN RD,S-453,Secondary,3.8,313.15789473684214,1095.739473684211
C000540A,34-2-006,024+0.759,031+0.764,S-540,40,7.011,1250.3333333333333,8766.087,,PARK,EAST RIVER RD,S-540,Secondary,8.0,156.29166666666666,1095.760875
C000028A,05-1-005,076+0.177,090+0.771,P-28,160,14.587,2417.2,35259.69639999999,,CARBON,,US-212,Primary,32.0,75.5375,1101.8655124999998
C000205A,16-1-030,005+0.139,008+0.628,S-205,17,3.472,1081.0,3753.232,,GALLATIN,FRONTAGE RD,S-205,Secondary,3.4,317.94117647058823,1103.8917647058825
C000024A,39-2-003,055+0.664,062+0.451,N-24,52,6.777,1702.5,11537.8425,,POWELL,,MT-200,NI-NHS,10.4,163.70192307692307,1109.4079326923077
C000052A,15-7-007,028+0.251,030+0.699,P-52,52,2.435,4795.0,11675.825,,FLATHEAD,S SHORE RD,MT-35,Primary,10.4,461.05769230769226,1122.6754807692307
C000473A,41-2-003,000+0.000,003+0.089,S-473,15,3.109,1088.8,3385.0791999999997,,RAVALLI,W FORK RD,S-473,Secondary,3.0,362.93333333333334,1128.3597333333332
C000015A,37-1-010,354+0.321,358+0.570,I-15,49,4.27,2599.75,11100.9325,,TOOLE,,I-15,Interstate,9.8,265.28061224489795,1132.748214285714
C000090A,W-137,029+0.777,033+0.158,I-90,104,3.368,7021.0,23646.728,,MINERAL,,I-90,Interstate,20.8,337.5480769230769,1136.861923076923
C000086A,16-2-001,009+0.534,015+0.780,P-86,35,6.263,1272.25,7968.10175,,GALLATIN,ROUSE AVE,MT-86,Primary,7.0,181.75,1138.30025
C000205A,16-2-012,013+0.726,015+0.454,S-205,20,1.739,2622.4,4560.3536,,GALLATIN,FRONTAGE RD,S-205,Secondary,4.0,655.6,1140.0884
C000308A,05-3-023,000+0.000,001+0.540,S-308,8,1.547,1187.6,1837.2172,,CARBON,,S-308,Secondary,1.6,742.2499999999999,1148.26075
C000083A,24-2-012,068+0.213,078+0.913,P-83,59,10.974,1236.0,13563.864,,LAKE,,MT-83,Primary,11.8,104.7457627118644,1149.4799999999998
C000209A,15-7-013,003+0.341,004+0.851,S-209,14,1.509,2137.3333333333335,3225.236,,FLATHEAD,,S-209,Secondary,2.8,763.3333333333335,1151.87
C000005A,24-2-021,060+0.936,064+0.287,N-5,102,3.332,7058.5,23518.922,,LAKE,,MT-200/US-93,NI-NHS,20.4,346.00490196078437,1152.888333333333
C000235A,16-3-028,000+0.000,001+0.956,S-235,44,1.956,5227.5,10224.99,,GALLATIN,E VALLEY CENTER RD,S-235,Secondary,8.8,594.0340909090909,1161.9306818181817
C000024A,W-149,071+0.482,078+0.036,N-24,55,6.516,1964.5,12800.682,,LEWIS AND CLARK,,MT-200,NI-NHS,11.0,178.5909090909091,1163.6983636363636
C000347A,16-3-012,000+0.000,003+0.726,S-347,30,3.715,1889.0,7017.634999999999,,GALLATIN,AMSTERDAM RD,S-347,Secondary,6.0,314.8333333333333,1169.6058333333333
C000083A,32-2-005,012+0.076,013+0.733,P-83,22,1.64,3140.5,5150.42,,MISSOULA,,MT-83,Primary,4.4,713.7499999999999,1170.55
C000548A,15-7A-006,000+0.000,002+1.005,S-548,31,3.01,2417.75,7277.4275,,FLATHEAD,OLD RESERVE DR,S-548,Secondary,6.2,389.9596774193548,1173.778629032258
C000005A,24-2-002,065+0.580,067+0.292,N-5,40,1.737,5420.0,9414.54,,LAKE,,MT-200/US-93,NI-NHS,8.0,677.5,1176.8175
C000083A,24-2-013,078+0.913,082+0.644,P-83,40,3.56,2657.5,9460.7,,LAKE,,MT-83,Primary,8.0,332.1875,1182.5875
C000370A,41-1-008,000+0.000,001+0.876,S-370,21,1.952,2546.6666666666665,4971.093333333333,,RAVALLI,BELL CROSSING W,S-370,Secondary,4.2,606.3492063492063,1183.5936507936508
C000007A,41-2A-002,048+0.007,049+0.227,N-7,78,1.209,15283.25,18477.44925,,RAVALLI,,US-93,NI-NHS,15.6,979.6955128205128,1184.4518750000002
C000001A,18-4-001,197+0.717,207+0.924,N-1,77,10.017,1828.25,18313.58025,,GLACIER,,US-2,NI-NHS,15.4,118.71753246753246,1189.1935227272727
C000005A,24-3-003,033+0.578,034+0.581,N-5,33,1.007,7799.75,7854.348249999999,,LAKE,,MT-200/US-93,NI-NHS,6.6,1181.780303030303,1190.0527651515151
C000024A,32-4-004,031+0.873,035+0.690,N-24,41,3.828,2556.0,9784.368,,MISSOULA,,MT-200,NI-NHS,8.2,311.70731707317077,1193.2156097560978
C000211A,24-3-020,000+0.938,002+0.710,S-211,16,1.809,2115.75,3827.39175,,LAKE,ROUND BUTTE RD,S-211,Secondary,3.2,661.171875,1196.059921875
C000015A,07-3-005,250+0.187,254+0.724,I-15,83,4.537,4384.25,19891.34225,,CASCADE,,I-15,Interstate,16.6,264.1114457831325,1198.273629518072
C000001A,18-4-002,207+0.924,209+0.270,N-1,10,1.323,1814.25,2400.25275,,GLACIER,,US-2,NI-NHS,2.0,907.125,1200.126375
C000090A,16-3-006,316+0.578,319+0.450,I-90,197,2.865,16544.0,47398.560000000005,,GALLATIN,,I-90,Interstate,39.4,419.8984771573605,1203.0091370558378
C000084A,16-3A-009,027+0.782,029+0.078,P-84,49,1.26,9367.333333333334,11802.84,,GALLATIN,,MT-84,Primary,9.8,955.8503401360545,1204.3714285714284
C000036A,45-4-005,000+0.000,011+0.730,P-36,77,11.706,1585.75,18562.7895,,SANDERS,,MT-28,Primary,15.4,102.97077922077922,1205.3759415584414
C000001A,51-3-004,261+0.304,262+0.839,N-1,10,1.538,1569.25,2413.5065,,GLACIER,,US-2,NI-NHS,2.0,784.625,1206.75325
C000015A,25-5-003,243+0.758,247+0.093,I-15,59,3.336,4332.25,14452.386,,CASCADE,,I-15,Interstate,11.8,367.1398305084746,1224.778474576271
C000052A,A-073,000+0.218,006+0.142,P-52,101,5.918,4193.5,24817.133,,LAKE,S SHORE RD,MT-35,Primary,20.2,207.5990099009901,1228.5709405940595
C000024A,39-2-003,065+0.451,068+0.469,N-24,21,3.035,1702.5,5167.087500000001,,LEWIS AND CLARK,,MT-200,NI-NHS,4.2,405.3571428571428,1230.258928571429
C000005A,24-3-028,017+0.330,018+0.456,N-5,25,1.121,5521.25,6189.32125,,LAKE,,MT-200/US-93,NI-NHS,5.0,1104.25,1237.86425
C000090A,W-146,000+0.139,005+0.491,I-90,162,5.176,7751.25,40120.47,,MINERAL,,I-90,Interstate,32.4,239.23611111111111,1238.2861111111113
C000282A,22-2-015,000+0.954,002+0.255,S-282,13,1.304,2485.0,3240.44,,JEFFERSON,,S-282,Secondary,2.6,955.7692307692308,1246.323076923077
C000083A,32-2-006,013+0.733,014+0.960,P-83,16,1.277,3128.5,3995.0945,,MISSOULA,,MT-83,Primary,3.2,977.65625,1248.4670312499998
C000015A,07-3-005,247+0.093,250+0.187,I-15,49,2.767,4435.0,12271.645,,CASCADE,,I-15,Interstate,9.8,452.55102040816325,1252.2086734693878
C000269A,41-1-015,020+0.055,021+0.354,S-269,42,1.3,8094.0,10522.2,,RAVALLI,MARCUS ST,S-269,Urban,8.4,963.5714285714286,1252.642857142857
C000292A,15-4A-052,003+0.524,007+0.098,S-292,21,3.563,1480.0,5273.240000000001,,FLATHEAD,WHITEFISH STAGE RD,S-292,Urban,4.2,352.38095238095235,1255.5333333333335
C000082A,15-7-006,003+0.634,006+0.966,P-82,104,3.249,8040.0,26121.96,,FLATHEAD,,MT-82,Primary,20.8,386.53846153846155,1255.8634615384617
C000015A,25-5-003,240+0.055,243+0.758,I-15,64,3.724,4332.25,16133.299,,CASCADE,,I-15,Interstate,12.8,338.45703125,1260.413984375
C000015A,22-2-001,181+0.904,187+0.388,I-15,165,5.527,7574.0,41861.498,,JEFFERSON,,I-15,Interstate,33.0,229.5151515151515,1268.5302424242425
C000047A,12-1-008,001+0.724,005+0.884,P-47,27,4.105,1687.25,6926.161250000001,,DEER LODGE,,MT-48,Primary,5.4,312.4537037037037,1282.6224537037035
C000212A,24-3-008,014+0.478,017+0.612,S-212,18,3.094,1494.0,4622.436,,LAKE,,S-212,Secondary,3.6,415.0,1284.01
C000005A,15-7-014,097+0.787,102+0.688,N-5,182,4.885,9602.0,46905.77,,FLATHEAD,,MT-200/US-93,NI-NHS,36.4,263.7912087912088,1288.620054945055
C000011A,A-020,019+0.910,030+0.982,N-11,88,11.029,2068.5,22813.4865,,PARK,SECOND ST,US-89,NI-NHS,17.6,117.52840909090908,1296.2208238636365
C000015A,W-136,393+0.841,397+0.620,I-15,23,3.778,1578.25,5962.6285,,TOOLE,,I-15,Interstate,4.6,343.09782608695656,1296.2235869565218
C000346A,16-1-028,000+1.019,002+0.941,S-346,9,1.992,1171.75,2334.126,,GALLATIN,S BROADWAY ST,S-346,Secondary,1.8,650.9722222222222,1296.736666666667
C000269A,41-1-012,015+0.141,019+0.560,S-269,84,4.393,4980.25,21878.23825,,RAVALLI,MARCUS ST,S-269,Urban,16.8,296.44345238095235,1302.2760863095236
C000007A,41-2A-026,044+0.537,046+0.623,N-7,80,2.089,9979.5,20847.1755,,RAVALLI,,US-93,NI-NHS,16.0,623.71875,1302.94846875
C473095A,15-7B-077,001+0.011,002+0.131,P-267,61,1.12,14253.5,15963.920000000002,,FLATHEAD,W RESERVE DR,S-548,Primary,12.2,1168.3196721311476,1308.5180327868854
C000078A,48-2-005,032+0.768,043+0.641,P-78,104,10.779,2536.25,27338.23875,,STILLWATER,3RD ST,MT-78,Primary,20.8,121.93509615384616,1314.3384014423077
C000059A,34-1-001,004+0.697,008+0.862,P-59,23,4.156,1457.0,6055.2919999999995,,PARK,,US-89,Primary,4.6,316.7391304347826,1316.3678260869565
C000291A,16-3-042,000+0.829,001+0.842,U-606,21,1.012,5476.75,5542.4710000000005,,GALLATIN,JACKRABBIT LN,S-291,NI-NHS,4.2,1303.9880952380952,1319.6359523809524
C000083A,15-7-010,088+0.366,091+0.107,P-83,63,2.77,6006.666666666667,16638.466666666667,,FLATHEAD,,MT-83,Primary,12.6,476.7195767195768,1320.5132275132275
