CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C000540A,34-2-006,024+0.759,031+0.764,S-540,40,7.011,1250.3333333333333,8766.087,,PARK,EAST RIVER RD,S-540,Secondary,8.0,156.29166666666666,1095.760875
C000013A,29-6-002,008+0.617,026+0.639,P-13,58,17.91,1839.25,32940.9675,,MADISON,,MT-87,Primary,11.6,158.55603448275863,2839.7385775862067
C000052A,24-2-009,016+0.435,026+0.012,P-52,80,9.558,2587.25,24728.9355,,LAKE,S SHORE RD,MT-35,Primary,16.0,161.703125,1545.55846875
C000015A,22-2-007,164+0.659,175+0.868,I-15,156,11.2,5067.0,56750.399999999994,,JEFFERSON,,I-15,Interstate,31.2,162.40384615384616,1818.923076923077
C000024A,39-2-003,055+0.664,062+0.451,N-24,52,6.777,1702.5,11537.8425,,POWELL,,MT-200,NI-NHS,10.4,163.70192307692307,1109.4079326923077
C000005A,27-2-002,163+0.396,176+0.362,N-5,89,12.94,2921.5,37804.21,,LINCOLN,,MT-200/US-93,NI-NHS,17.8,164.12921348314606,2123.83202247191
C000006A,45-6-002,085+0.035,095+0.623,P-6,60,10.581,1991.0,21066.771,,SANDERS,,MT-200,Primary,12.0,165.91666666666666,1755.56425
C000001A,15-5-002,179+0.857,195+0.727,N-1,54,15.062,1813.5,27314.937,,FLATHEAD,,US-2,NI-NHS,10.8,167.91666666666666,2529.160833333333
C000057A,23-1-001,010+0.428,021+0.246,N-57,65,10.877,2189.75,23817.910750000003,,JUDITH BASIN,,MT-200/MT-3/US-87,NI-NHS,13.0,168.44230769230768,1832.146980769231
C000011A,34-3-003,030+0.982,043+0.358,N-11,84,12.315,2855.25,35162.40375,,PARK,SECOND ST,US-89,NI-NHS,16.8,169.95535714285714,2093.0002232142856
C000010A,08-5-003,043+0.153,051+0.440,N-10,51,8.283,1758.6,14566.483799999998,,CHOUTEAU,15TH ST,US-87,NI-NHS,10.2,172.41176470588235,1428.0866470588237
C000024A,A-015,002+0.564,016+0.459,N-24,133,13.712,4602.0,63102.624,,MISSOULA,,MT-200,NI-NHS,26.6,173.00751879699249,2372.279097744361
C000083A,A-066,000+0.000,010+0.119,P-83,79,10.113,2740.5,27714.6765,,MISSOULA,,MT-83,Primary,15.8,173.44936708860757,1754.0934493670884
C000015A,22-1-001,138+0.380,151+0.487,I-15,85,12.583,2979.25,37487.90275,,JEFFERSON,,I-15,Interstate,17.0,175.25,2205.17075
C000001A,15-5-001,163+0.186,174+0.021,N-1,58,10.842,2058.75,22320.9675,,FLATHEAD,,US-2,NI-NHS,11.6,177.47844827586206,1924.221336206897
C000024A,W-149,071+0.482,078+0.036,N-24,55,6.516,1964.5,12800.682,,LEWIS AND CLARK,,MT-200,NI-NHS,11.0,178.5909090909091,1163.6983636363636
C000057A,14-7-005,104+0.655,112+0.985,N-57,33,8.292,1196.25,9919.305,,FERGUS,,MT-200/MT-3/US-87,NI-NHS,6.6,181.25,1502.9250000000002
C000086A,16-2-001,009+0.534,015+0.780,P-86,35,6.263,1272.25,7968.10175,,GALLATIN,ROUSE AVE,MT-86,Primary,7.0,181.75,1138.30025
C000057A,14-6-005,086+0.079,094+0.079,N-57,40,7.94,1464.0,11624.16,,FERGUS,,MT-200/MT-3/US-87,NI-NHS,8.0,183.0,1453.02
C000059A,34-1-001,009+0.172,014+0.612,P-59,39,5.452,1480.25,8070.323,,PARK,,US-89,Primary,7.8,189.77564102564105,1034.656794871795
C000024A,25-3-006,100+0.431,109+0.079,N-24,35,8.632,1344.75,11607.882,,LEWIS AND CLARK,,MT-200,NI-NHS,7.0,192.1071428571429,1658.268857142857
C000090A,22-3-001,232+0.982,241+0.777,I-90,239,8.971,9300.0,83430.3,,JEFFERSON,,I-90,Interstate,47.8,194.56066945606696,1745.4037656903768
C000014A,04-1-004,002+0.398,011+0.766,P-14,34,9.317,1359.4,12665.5298,,BROADWATER,BROADWAY ST,US-12,Primary,6.8,199.9117647058824,1862.577911764706
C000006A,45-2-001,027+0.968,037+0.125,P-6,51,9.149,2045.75,18716.56675,,SANDERS,,MT-200,Primary,10.2,200.5637254901961,1834.957524509804
C000015A,07-3-002,256+0.154,270+0.161,I-15,122,14.009,4910.0,68784.19,,CASCADE,,I-15,Interstate,24.4,201.22950819672133,2819.024180327869
C000057A,14-6-003,064+0.960,073+0.377,N-57,56,8.383,2282.75,19136.29325,,FERGUS,,MT-200/MT-3/US-87,NI-NHS,11.2,203.8169642857143,1708.5976116071429
C000006A,45-4-002,056+0.018,068+0.483,P-6,54,12.486,2209.0,27581.574,,SANDERS,,MT-200,Primary,10.8,204.537037037037,2553.8494444444445
C000090A,W-120,408+0.636,426+0.365,I-90,300,17.784,12321.0,219116.664,,STILLWATER,,I-90,Interstate,60.0,205.35,3651.9444
C000052A,A-073,000+0.218,006+0.142,P-52,101,5.918,4193.5,24817.133,,LAKE,S SHORE RD,MT-35,Primary,20.2,207.5990099009901,1228.5709405940595
C000008A,39-3-007,003+0.819,012+0.902,N-8,76,9.076,3178.25,28845.797,,POWELL,,US-12,NI-NHS,15.2,209.0953947368421,1897.749802631579
C000045A,49-3A-007,001+0.429,016+0.209,P-45,32,14.763,1347.25,19889.45175,,SWEET GRASS,FRONTAGE RD,US-191,Primary,6.4,210.5078125,3107.7268359375
C000006A,45-6-003,095+0.623,105+0.839,P-6,46,10.187,1949.25,19857.009749999997,,SANDERS,,MT-200,Primary,9.2,211.87500000000003,2158.370625
C000090A,20-1-007,137+0.824,153+0.130,I-90,304,15.293,13081.0,200047.733,,GRANITE,,I-90,Interstate,60.8,215.14802631578948,3290.258766447368
C000072A,05-3-012,000+0.000,006+0.154,P-72,32,6.153,1382.5,8506.5225,,CARBON,,MT-72,Primary,6.4,216.015625,1329.144140625
C000486A,15-4A-015,002+0.142,009+0.645,S-486,30,7.53,1351.0,10173.03,,FLATHEAD,NUCLEUS AVE,S-486,Urban,6.0,225.16666666666663,1695.505
C000084A,29-2-003,000+0.000,008+0.161,P-84,47,8.184,2128.0,17415.552,,MADISON,,MT-84,Primary,9.4,226.38297872340425,1852.7182978723404
C000001A,27-6-003,068+1.014,075+0.476,N-1,31,6.462,1409.3333333333333,9107.112,,LINCOLN,,US-2,NI-NHS,6.2,227.3118279569892,1468.8890322580644
C000015A,22-2-001,181+0.904,187+0.388,I-15,165,5.527,7574.0,41861.498,,JEFFERSON,,I-15,Interstate,33.0,229.5151515151515,1268.5302424242425
C000001A,27-6-001,041+0.948,053+0.729,N-1,38,11.816,1752.0,20701.632,,LINCOLN,,US-2,NI-NHS,7.6,230.5263157894737,2723.8989473684214
C000037A,A-063,067+0.584,084+0.856,N-37,31,17.253,1452.25,25055.66925,,POWDER RIVER,,US-212,NI-NHS,6.2,234.23387096774192,4041.236975806451
C000269A,41-2A-009,005+0.672,013+0.232,S-269,82,7.492,3849.25,28838.581,,RAVALLI,MARCUS ST,S-269,Urban,16.4,234.71036585365857,1758.45006097561
C000024A,07-1-011,127+0.475,133+0.579,N-24,41,6.091,1961.0,11944.451,,CASCADE,,MT-200,NI-NHS,8.2,239.14634146341464,1456.6403658536587
C000090A,W-146,000+0.139,005+0.491,I-90,162,5.176,7751.25,40120.47,,MINERAL,,I-90,Interstate,32.4,239.23611111111111,1238.2861111111113
C000010A,W-115,026+0.833,039+0.098,N-10,48,12.275,2326.75,28560.85625,,CHOUTEAU,15TH ST,US-87,NI-NHS,9.6,242.36979166666669,2975.0891927083335
C000001A,03-3-004,405+0.835,413+0.019,N-1,43,7.173,2098.75,15054.33375,,BLAINE,,US-2,NI-NHS,8.6,244.04069767441865,1750.5039244186048
C000094A,56-3-002,035+0.800,046+0.926,I-94,93,11.167,4583.0,51178.361,,YELLOWSTONE,,I-94,Interstate,18.6,246.39784946236557,2751.524784946236
C000278A,A-014,000+0.050,017+0.395,S-278,23,17.264,1139.75,19676.644,,BEAVERHEAD,,S-278,Secondary,4.6,247.7717391304348,4277.531304347826
C000012A,A-018,000+0.621,008+0.633,N-12,91,8.018,4519.25,36235.3465,,GALLATIN,TARGHEE PASS HWY,US-20,NI-NHS,18.2,248.31043956043956,1990.9531043956044
C000094A,44-6-001,106+0.564,117+0.497,I-94,102,11.002,5072.5,55807.645,,ROSEBUD,,I-94,Interstate,20.4,248.65196078431373,2735.66887254902
C000036A,45-5-002,016+0.329,018+0.982,P-36,43,2.629,2140.25,5626.71725,,SANDERS,,MT-28,Primary,8.6,248.86627906976744,654.2694476744186
C000010A,07-2A-021,000+0.000,000+0.608,N-10,113,0.608,5652.0,3436.4159999999997,,CASCADE,15TH ST,US-87,NI-NHS,22.6,250.08849557522123,152.05380530973449
C000518A,22-2-003,000+0.456,002+0.632,S-518,44,2.169,2231.75,4840.66575,,JEFFERSON,,S-518,Secondary,8.8,253.60795454545453,550.0756534090909
C000014A,19-2-003,130+0.519,141+0.285,N-14,37,10.785,1880.25,20278.49625,,GOLDEN VALLEY,BROADWAY ST,US-12,Primary,7.4,254.08783783783784,2740.337331081081
C000019A,20-3-004,038+0.425,048+0.613,P-19,25,10.125,1289.25,13053.65625,,GRANITE,,MT-1,Primary,5.0,257.85,2610.73125
C000015A,22-2-014,175+0.868,181+0.904,I-15,116,6.029,5987.0,36095.623,,JEFFERSON,,I-15,Interstate,23.2,258.0603448275862,1555.8458189655173
C000083A,15-7-011,082+0.648,088+0.366,P-83,51,5.688,2642.25,15029.118,,FLATHEAD,,MT-83,Primary,10.2,259.04411764705884,1473.4429411764706
C000003A,07-1-002,008+0.456,014+0.380,P-3,30,5.98,1576.4,9426.872,,CASCADE,,MT-200/US-89,NI-NHS,6.0,262.73333333333335,1571.1453333333336
C000005A,15-7-014,097+0.787,102+0.688,N-5,182,4.885,9602.0,46905.77,,FLATHEAD,,MT-200/US-93,NI-NHS,36.4,263.7912087912088,1288.620054945055
C000015A,07-3-005,250+0.187,254+0.724,I-15,83,4.537,4384.25,19891.34225,,CASCADE,,I-15,Interstate,16.6,264.1114457831325,1198.273629518072
C000015A,37-1-010,354+0.321,358+0.570,I-15,49,4.27,2599.75,11100.9325,,TOOLE,,I-15,Interstate,9.8,265.28061224489795,1132.748214285714
C000013A,22-4-010,083+0.871,088+0.725,P-13,26,5.197,1382.0,7182.254,,JEFFERSON,,MT-87,Primary,5.2,265.7692307692308,1381.202692307692
C000001A,53-8-001,549+0.177,555+0.153,N-1,38,5.955,2037.6666666666667,12134.305,,VALLEY,,US-2,NI-NHS,7.6,268.11403508771934,1596.6190789473685
C000008A,25-6-002,028+0.372,033+0.589,N-8,66,5.323,3540.0,18843.42,,LEWIS AND CLARK,,US-12,NI-NHS,13.2,268.1818181818182,1427.5318181818184
C000056A,27-3-009,016+0.706,029+0.378,P-56,19,12.583,1029.25,12951.05275,,LINCOLN,,MT-56,Primary,3.8,270.85526315789474,3408.17177631579
C000090A,22-4-001,256+0.019,267+0.446,I-90,206,11.4,11197.0,127645.8,,JEFFERSON,,I-90,Interstate,41.2,271.7718446601942,3098.1990291262136
C000024A,32-4-004,035+0.690,044+0.558,N-24,47,8.902,2556.0,22753.512,,POWELL,,MT-200,NI-NHS,9.4,271.9148936170213,2420.586382978723
C000006A,45-4-003,068+0.483,073+0.869,P-6,45,5.409,2447.25,13237.17525,,SANDERS,,MT-200,Primary,9.0,271.9166666666667,1470.79725
C000020A,42-4-003,036+0.401,047+0.259,N-20,55,10.823,3003.5,32506.880500000003,,RICHLAND,,MT-16,NI-NHS,11.0,273.04545454545456,2955.1709545454546
C000288A,A-006,000+0.049,006+0.127,S-288,34,6.075,1873.25,11379.99375,,GALLATIN,CHURCHILL RD,S-288,Secondary,6.8,275.4779411764706,1673.5284926470588
C000003A,18-4-007,102+0.699,110+0.501,P-3,23,7.856,1274.0,10008.544,,GLACIER,,MT-200/US-89,NI-NHS,4.6,276.95652173913044,2175.770434782609
C000023A,06-5-002,109+0.488,130+0.025,N-23,37,20.556,2055.0,42242.58,,CARTER,MAIN ST,MT-59,NI-NHS,7.4,277.7027027027027,5708.4567567567565
