CORRIDOR,SITE_ID,CORR_MP,CORR_ENDMP,DEPT_ID,TOTAL_CRASHES,SEC_LNT_MI,TYC_AADT,MILES_DRIVEN,LOCATION,COUNTY,ROUTE_NAME,SIGNED_ROUTE,SYSTEM,AVG_CRASHES,CARS_PER_ACC,MILES_PER_ACC
C229047A,34-2-036,000+0.000,000+0.171,R090E352OFA,1,0.171,16.0,2.736,,PARK,,,,0.2,80.0,13.68
C003207A,059541U,000+0.000,000+0.369,L-53-1389,2,0.369,15.0,5.535,,VALLEY,,,,0.4,37.5,13.8375
C229240A,22-3-033,000+0.268,000+0.305,R090W233ONA,1,0.037,82.25,3.04325,,SILVER BOW,,,,0.2,411.25,15.216249999999999
C005805A,25-7C-087,001+0.264,001+0.269,U-5805,11,0.005,6893.25,34.46625,,LEWIS AND CLARK,BENTON AVE,,Urban,2.2,3133.2954545454545,15.666477272727272
C228930A,31-1-049,000+0.000,000+0.232,R090E005ONA,3,0.232,41.0,9.512,,MINERAL,,,,0.6,68.33333333333334,15.853333333333335
C003001A,059415A,000+0.000,000+0.040,L-3-1,1,0.04,82.5,3.3000000000000003,,BLAINE,,,,0.2,412.5,16.5
C228215A,47-1-037,000+0.000,000+0.004,R015N126ONA,3,0.004,2527.5,10.11,,SILVER BOW,,,,0.6,4212.5,16.85
C228201A,47-2-011,000+0.000,000+0.240,R015N099OFA,1,0.24,14.5,3.48,,SILVER BOW,,,,0.2,72.5,17.4
C003572A,088527C,000+0.000,001+0.518,L-7-2865,41,1.518,97.0,147.246,,CASCADE,,,,8.2,11.829268292682928,17.956829268292687
C014346A,398671A,001+0.600,002+0.501,L-14-346,1,0.901,4.0,3.604,,FERGUS,,,,0.2,20.0,18.02
C082003A,059600U,000+0.000,000+0.049,L-43-526,1,0.049,74.66666666666667,3.658666666666667,,ROOSEVELT,,,,0.2,373.3333333333333,18.293333333333333
C008106A,32-3A-228,000+0.332,000+0.341,U-8106,16,0.008,7646.0,61.168,,MISSOULA,TOOLE ST,,Urban,3.2,2389.375,19.115
C029092A,29-6-005,000+0.802,004+0.710,L-29-92,3,3.908,3.0,11.724,,MADISON,,,,0.6,5.0,19.540000000000003
C005209A,07-2A-078,000+0.000,000+0.005,U-5209,3,0.005,2362.25,11.81125,,CASCADE,6TH ST S & N,BR I-15,Urban,0.6,3937.0833333333335,19.685416666666665
C229062A,16-3-058,000+0.000,000+0.203,R090E319ONA,5,0.203,100.0,20.3,,GALLATIN,,,,1.0,100.0,20.3
C229091A,48-2-043,000+0.000,000+0.204,R090E396OFA,2,0.204,40.25,8.211,,STILLWATER,,,,0.4,100.625,20.5275
C005201A,07-2A-037,001+0.885,001+0.892,U-5201,11,0.006,7598.25,45.5895,,CASCADE,6TH ST SW/NW,,NI-NHS,2.2,3453.7499999999995,20.7225
C223345A,091214R,000+0.000,000+0.139,L-45-422,1,0.139,31.666666666666668,4.401666666666667,,SANDERS,,,,0.2,158.33333333333334,22.008333333333336
C023012A,088384G,000+0.000,004+0.445,L-23-12,2,4.445,2.0,8.89,,JUDITH BASIN,,,,0.4,5.0,22.225
C016412A,090584R,000+0.000,000+0.917,L-16-412,2,0.917,9.75,8.94075,,GALLATIN,,,,0.4,24.375,22.351874999999996
C001011A,56-4A-340,002+0.699,002+0.704,U-1011,4,0.005,3645.25,18.22625,,YELLOWSTONE,S FRONTAGE RD,,Urban,0.8,4556.5625,22.7828125
C060359A,059772C,000+0.000,000+0.920,L-21-689,1,0.92,5.0,4.6000000000000005,,HILL,,,,0.2,25.0,23.0
C228951A,31-1-029,000+0.000,000+0.283,R090E022ONA,3,0.283,51.2,14.4896,,MINERAL,,,,0.6,85.33333333333334,24.149333333333335
C000007A,32-3A-324,094+0.621,095+0.003,X-32007,28,0.089,1570.0,139.73,,MISSOULA,,US-93,NI-NHS,5.6,280.3571428571429,24.951785714285712
C229040A,47-1-041,000+0.000,000+0.231,R090E216OFA,3,0.231,68.4,15.800400000000002,,SILVER BOW,,,,0.6,114.00000000000001,26.334000000000003
C034122A,098735F,000+0.000,000+0.113,L-34-122,2,0.113,94.66666666666667,10.697333333333335,,PARK,,,,0.4,236.66666666666666,26.743333333333336
C325896A,31-2-048,000+0.000,000+0.289,R090E065ONA,2,0.289,38.25,11.05425,,MINERAL,,,,0.4,95.625,27.635624999999997
C228240A,25-7-028,000+0.329,000+0.333,R015N192OFA,2,0.004,2792.75,11.171,,LEWIS AND CLARK,,,,0.4,6981.875,27.9275
C228403A,25-7-019,000+0.000,000+0.208,R015S216OFA,1,0.208,27.4,5.699199999999999,,LEWIS AND CLARK,,,,0.2,136.99999999999997,28.495999999999995
C229140A,31-1-055,000+0.000,000+0.248,R090W030ONA,1,0.248,23.0,5.704,,MINERAL,,,,0.2,115.0,28.519999999999996
C005807A,25-7C-044,000+0.413,000+0.418,U-5807,8,0.006,7611.0,45.666000000000004,,LEWIS AND CLARK,LAST CHANCE GULCH,BR I-15,Urban,1.6,4756.875,28.54125
C229331A,56-4-038,000+0.000,000+0.357,R090W456OFA,1,0.357,16.2,5.783399999999999,,YELLOWSTONE,,,,0.2,80.99999999999999,28.916999999999994
C064415A,45-4-016,000+0.000,000+0.137,L-45-787,3,0.137,130.6,17.8922,,SANDERS,,,,0.6,217.66666666666666,29.820333333333334
C229241A,22-3-032,000+0.000,000+0.235,R090W233OFA,1,0.235,25.4,5.968999999999999,,JEFFERSON,,,,0.2,126.99999999999999,29.844999999999995
C050150A,088668L,000+0.000,001+0.540,L-50-150,1,1.54,4.0,6.16,,TETON,,,,0.2,20.0,30.8
C228170A,01-8-020,000+0.000,000+0.243,R015N000OFA,1,0.243,25.6,6.2208000000000006,,BEAVERHEAD,,,,0.2,128.0,31.104000000000003
C229003A,39-3-055,000+0.000,000+0.205,R090E166OFA,3,0.205,91.2,18.695999999999998,,POWELL,,,,0.6,152.0,31.159999999999997
C228614A,11-4-011,000+0.000,000+0.363,R094W198ONA,1,0.363,17.2,6.2436,,DAWSON,,,,0.2,85.99999999999999,31.217999999999996
C228438A,07-1-021,000+0.000,000+0.218,R015S297OFA,1,0.218,29.2,6.3656,,CASCADE,,,,0.2,146.0,31.827999999999996
C073883A,32-3A-160,000+0.000,000+0.364,L-32-4607,8,0.364,141.0,51.324,,MISSOULA,,,,1.6,88.125,32.07749999999999
C022531A,22-3-011,000+0.000,002+0.595,L-22-531,4,2.595,10.0,25.950000000000003,,JEFFERSON,,,,0.8,12.5,32.4375
C228938A,31-1-053,000+0.000,000+0.155,R090E030ONA,2,0.155,87.4,13.547,,MINERAL,,,,0.4,218.5,33.8675
C229001A,39-3-063,000+0.000,000+0.204,R090E170OFA,1,0.204,33.8,6.895199999999999,,POWELL,,,,0.2,168.99999999999997,34.47599999999999
C228335A,01-6-020,000+0.000,000+0.255,R015S037OFA,2,0.255,54.8,13.974,,BEAVERHEAD,,,,0.4,136.99999999999997,34.934999999999995
C229304A,49-3-025,000+0.000,000+0.250,R090W377OFA,3,0.25,86.0,21.5,,SWEET GRASS,,,,0.6,143.33333333333334,35.833333333333336
C007112A,14-6A-054,000+0.000,000+0.176,U-7112,4,0.176,166.0,29.215999999999998,,FERGUS,SHIELDS ST,,Urban,0.8,207.5,36.519999999999996
C229328A,56-4-079,000+0.000,000+0.274,R090W469OFA,2,0.274,53.6,14.6864,,YELLOWSTONE,,,,0.4,134.0,36.716
C229050A,34-2-030,000+0.000,000+0.205,R090E343ONA,1,0.205,36.4,7.461999999999999,,PARK,,,,0.2,181.99999999999997,37.309999999999995
C001025A,56-4A-207,000+0.000,000+0.233,U-1025,26,0.233,834.25,194.38025000000002,,YELLOWSTONE,UNDERPASS AVE,,Urban,5.2,160.4326923076923,37.38081730769231
C229060A,34-2-040,000+0.000,000+0.279,R090E324ONA,2,0.279,53.6,14.954400000000001,,PARK,,,,0.4,134.0,37.386
C229257A,34-2-019,000+0.000,000+0.239,R090W350OFA,1,0.239,31.6,7.5524000000000004,,PARK,,,,0.2,158.0,37.762
C013032A,059426M,000+0.000,000+0.431,L-3-32,1,0.431,18.0,7.758,,BLAINE,,,,0.2,90.0,38.79
C005208A,07-2A-075,000+0.619,000+0.696,N-124,18,0.077,1829.0,140.833,,CASCADE,PARK DR,,Urban,3.6,508.05555555555554,39.12027777777778
C229088A,48-2-050,000+0.000,000+0.258,R090E400ONA,2,0.258,60.8,15.686399999999999,,STILLWATER,,,,0.4,151.99999999999997,39.215999999999994
C229315A,34-2-020,000+0.000,000+0.344,R090W350ONA,1,0.344,22.8,7.8431999999999995,,PARK,,,,0.2,114.0,39.215999999999994
C223620A,087462H,001+0.437,001+0.524,L-56-933,12,0.087,1086.6666666666667,94.54,,YELLOWSTONE,,,,2.4,452.7777777777778,39.39166666666667
C056125A,103963G,000+0.000,005+0.295,L-56-125,2,5.295,3.0,15.885,,YELLOWSTONE,,,,0.4,7.5,39.7125
C228593A,09-2-024,000+0.000,000+0.263,R094W128OFA,1,0.263,30.6,8.0478,,CUSTER,,,,0.2,153.0,40.239
C229010A,32-4-013,000+0.000,000+0.323,R090E130ONA,2,0.323,51.0,16.473,,MISSOULA,,,,0.4,127.5,41.1825
C003557A,07-2A-211,000+0.246,000+0.898,L-7-2857,28,0.653,359.2,234.5576,,CASCADE,,,,5.6,64.14285714285714,41.88528571428572
C047529A,104197T,000+0.000,003+0.114,L-47-529,14,3.114,37.666666666666664,117.29399999999998,,SILVER BOW,,,,2.8,13.452380952380953,41.89071428571428
C015819A,09-2A-065,000+0.064,000+0.187,L-9-535,1,0.123,68.75,8.45625,,CUSTER,,,,0.2,343.75,42.28125
C228262A,07-3-023,000+0.000,000+0.290,R015N244OFA,2,0.29,58.4,16.936,,CASCADE,,,,0.4,146.0,42.339999999999996
C228634A,55-2-014,000+0.000,000+0.258,R094W248OFA,1,0.258,33.0,8.514,,WIBAUX,,,,0.2,165.0,42.56999999999999
C016192A,060038K,000+0.000,000+0.386,L-16-192,6,0.386,134.0,51.724000000000004,,GALLATIN,,,,1.2,111.66666666666667,43.10333333333334
C228404A,25-7-021,000+0.000,000+0.285,R015S216ONA,1,0.285,30.4,8.664,,LEWIS AND CLARK,,,,0.2,151.99999999999997,43.31999999999999
C228456A,37-1-026,000+0.000,000+0.377,R015S352OFA,1,0.377,23.2,8.7464,,PONDERA,,,,0.2,115.99999999999999,43.73199999999999
C000214A,51-1-004,032+0.673,032+0.829,S-214,1,0.156,56.25,8.775,,TOOLE,SANTA RITA N,S-214,Secondary,0.2,281.25,43.875
C008129A,32-3A-333,000+0.071,000+0.151,L-32-940,8,0.08,884.2,70.736,,MISSOULA,,,,1.6,552.625,44.21
C228988A,12-1-019,000+0.000,000+0.271,R090E197OFA,3,0.271,98.2,26.6122,,DEER LODGE,,,,0.6,163.66666666666669,44.35366666666667
C228405A,25-5-027,000+0.000,000+0.306,R015S219ONA,2,0.306,58.0,17.748,,LEWIS AND CLARK,,,,0.4,145.0,44.37
C000325A,929038S,000+0.000,000+0.042,S-325,1,0.042,217.75,9.1455,,BLAINE,,S-325,Secondary,0.2,1088.75,45.7275
C229345A,56-4-074,000+0.309,000+0.315,R090W443OFA,6,0.006,9202.75,55.2165,,YELLOWSTONE,,,,1.2,7668.958333333334,46.01375
C000047A,090380E,005+0.884,005+0.990,P-47,6,0.106,525.0,55.65,,DEER LODGE,,MT-48,Primary,1.2,437.5,46.375
C223620A,087462H,001+0.524,001+0.593,L-56-933,8,0.069,1086.6666666666667,74.98000000000002,,YELLOWSTONE,,,,1.6,679.1666666666666,46.86250000000001
C228637A,47-1-019,000+0.000,000+0.175,R115E001ONA,2,0.175,108.8,19.04,,SILVER BOW,,,,0.4,272.0,47.599999999999994
C025139A,25-7B-061,000+0.000,001+0.221,L-25-139,5,1.221,39.8,48.5958,,LEWIS AND CLARK,,,,1.0,39.8,48.5958
C000110A,07-2A-024,000+0.755,000+0.833,N-110,36,0.078,4488.5,350.103,,CASCADE,14TH ST,,NI-NHS,7.2,623.4027777777777,48.625416666666666
C228481A,56-3-014,000+0.000,000+0.288,R094E014ONA,2,0.288,68.0,19.584,,YELLOWSTONE,,,,0.4,170.0,48.959999999999994
C228326A,01-8-022,000+0.000,000+0.320,R015S000ONA,1,0.32,30.8,9.856,,BEAVERHEAD,,,,0.2,154.0,49.279999999999994
C228935A,31-1-018,000+0.000,000+0.263,R090E025OFA,1,0.263,37.8,9.9414,,MINERAL,,,,0.2,188.99999999999997,49.706999999999994
C005234A,07-2A-256,000+0.325,000+0.411,U-5234,23,0.085,2697.0,229.245,,CASCADE,1ST AVE S,,Urban,4.6,586.304347826087,49.83586956521739
C228336A,01-6-022,000+0.000,000+0.356,R015S037ONA,1,0.356,28.0,9.968,,BEAVERHEAD,,,,0.2,140.0,49.839999999999996
C228356A,47-2-012,000+0.000,000+0.249,R015S099OFA,1,0.249,40.2,10.0098,,SILVER BOW,,,,0.2,201.0,50.049
C228303A,37-1-025,000+0.000,000+0.358,R015N352OFA,1,0.358,28.8,10.3104,,PONDERA,,,,0.2,144.0,51.55199999999999
C229205A,39-3-058,000+0.000,000+0.274,R090W166ONA,2,0.274,77.0,21.098000000000003,,POWELL,,,,0.4,192.5,52.745000000000005
C229008A,20-1-029,000+0.000,000+0.273,R090E138ONA,2,0.273,77.8,21.2394,,GRANITE,,,,0.4,194.49999999999997,53.098499999999994
C229005A,39-3-059,000+0.000,000+0.228,R090E162OFA,1,0.228,46.6,10.6248,,POWELL,,,,0.2,233.0,53.124
C229122A,56-4-039,000+0.000,000+0.691,R090E456ONA,2,0.691,30.8,21.282799999999998,,YELLOWSTONE,,,,0.4,77.0,53.206999999999994
C006038A,32-3A-199,000+0.000,000+0.500,L-32-4566,15,0.5,322.5,161.25,,MISSOULA,,,,3.0,107.5,53.75
C003556A,07-2A-161,000+0.570,000+0.979,L-7-2856,14,0.41,367.25,150.5725,,CASCADE,,,,2.8,131.1607142857143,53.77589285714286
C005965A,32-3A-113,000+0.923,001+0.180,L-32-811,19,0.257,813.0,208.941,,MISSOULA,,,,3.8,213.94736842105263,54.98447368421053
C024302A,090270U,000+0.000,001+0.004,L-24-302,1,1.004,11.0,11.044,,LAKE,,,,0.2,55.0,55.22
C325703A,,000+0.000,000+0.165,L-32-5703,55,0.165,3696.0,609.84,,MISSOULA,,,,11.0,336.0,55.440000000000005
C006724A,15-7C-059,000+0.000,000+0.143,U-6724,21,0.143,1637.75,234.19824999999997,,FLATHEAD,3RD AVE EN/E,,Urban,4.2,389.94047619047615,55.761488095238086
C223620A,087462H,001+0.593,001+0.980,L-56-933,37,0.387,1086.6666666666667,420.54,,YELLOWSTONE,,,,7.4,146.84684684684686,56.82972972972973
C228365A,47-1-034,000+0.000,000+0.179,R015S119ONA,1,0.179,63.8,11.4202,,SILVER BOW,,,,0.2,318.99999999999994,57.10099999999999
C003971A,07-2A-281,000+0.000,000+0.709,L-7-3108,26,0.709,422.6,299.6234,,CASCADE,,,,5.2,81.26923076923077,57.61988461538461
C229064A,16-3-080,000+0.000,000+0.253,R090E316ONA,1,0.253,46.2,11.688600000000001,,GALLATIN,,,,0.2,231.0,58.443000000000005
C228434A,07-1-023,000+0.000,000+0.159,R015S286OFA,1,0.159,73.6,11.702399999999999,,CASCADE,,,,0.2,367.99999999999994,58.51199999999999
C228557A,56-2-018,000+0.000,000+0.212,R094W006OFA,2,0.212,110.8,23.4896,,YELLOWSTONE,,,,0.4,277.0,58.724
C086983A,56-4A-260,000+0.000,000+0.129,L-56-2992,14,0.129,1283.2,165.5328,,YELLOWSTONE,,,,2.8,458.28571428571433,59.11885714285715
C003571A,088526V,000+0.000,001+0.562,L-7-2863,29,1.562,222.0,346.764,,CASCADE,,,,5.8,38.275862068965516,59.78689655172414
C228590A,44-6-008,000+0.000,000+0.323,R094W117ONA,1,0.323,37.4,12.0802,,ROSEBUD,,,,0.2,186.99999999999997,60.400999999999996
C229204A,39-3-065,000+0.000,000+0.255,R090W170OFA,1,0.255,47.4,12.087,,POWELL,,,,0.2,236.99999999999997,60.434999999999995
C003565A,07-2A-284,000+0.000,000+0.257,L-7-2862,29,0.257,1366.5,351.1905,,CASCADE,,,,5.8,235.60344827586206,60.55008620689655
C228508A,44-6-011,000+0.000,000+0.262,R094E106OFA,1,0.262,46.25,12.1175,,ROSEBUD,,,,0.2,231.25,60.5875
C229207A,39-3-060,000+0.000,000+0.235,R090W162ONA,1,0.235,51.8,12.172999999999998,,POWELL,,,,0.2,258.99999999999994,60.86499999999999
C228512A,09-2-037,000+0.000,000+0.230,R094E126OFA,1,0.23,53.6,12.328000000000001,,CUSTER,,,,0.2,268.0,61.64
C000503A,15-7B-069,011+0.876,011+0.889,U-6730,3,0.013,2860.0,37.18,,FLATHEAD,MERIDIAN RD,,Urban,0.6,4766.666666666667,61.96666666666667
C229142A,31-1-043,000+0.000,000+0.323,R090W037ONA,2,0.323,76.8,24.8064,,MINERAL,,,,0.4,191.99999999999997,62.016
C000237A,14-6A-067,001+0.112,001+0.225,S-237,3,0.113,330.0,37.29,,FERGUS,JOYLAND RD,,Urban,0.6,550.0,62.15
C228270A,07-3-030,000+0.000,000+0.319,R015N256OFA,1,0.319,39.0,12.441,,CASCADE,,,,0.2,195.0,62.205
C023005A,088389R,011+0.918,012+0.260,L-14-398,1,0.343,36.333333333333336,12.462333333333335,,FERGUS,,,,0.2,181.66666666666666,62.311666666666675
C073424A,32-3A-103,000+0.537,000+0.806,L-32-4603,8,0.27,371.0,100.17,,MISSOULA,,,,1.6,231.875,62.606249999999996
C229269A,34-2-037,000+0.000,000+0.186,R090W324OFA,1,0.186,67.6,12.573599999999999,,PARK,,,,0.2,337.99999999999994,62.867999999999995
C228418A,07-3-043,000+0.000,000+0.296,R015S250OFA,1,0.296,43.0,12.728,,CASCADE,,,,0.2,215.0,63.63999999999999
C229090A,48-2-041,000+0.000,000+0.184,R090E396ONA,1,0.184,69.25,12.741999999999999,,STILLWATER,,,,0.2,346.25,63.709999999999994
C224715A,087363K,000+0.000,000+0.053,L-56-45,1,0.053,241.33333333333334,12.790666666666667,,YELLOWSTONE,,,,0.2,1206.6666666666667,63.95333333333333
C036028A,36-3-013,000+0.000,000+0.447,L-36-28,1,0.447,28.8,12.8736,,PHILLIPS,,,,0.2,144.0,64.368
C005706A,21-4A-039,000+0.590,000+0.664,U-5706,8,0.074,1402.25,103.7665,,HILL,3RD AVE,,Urban,1.6,876.40625,64.8540625
C042346A,060887T,000+0.000,000+0.382,L-42-346,2,0.382,68.0,25.976,,RICHLAND,,,,0.4,170.0,64.94
C245984A,398586K,000+0.000,000+0.500,L-14-1524,1,0.5,26.0,13.0,,FERGUS,,,,0.2,130.0,65.0
C000063A,54-2-008,000+0.000,000+0.014,N-63,2,0.014,1866.0,26.124,,WHEATLAND,,MT-3/US-191,NI-NHS,0.4,4665.0,65.30999999999999
C000007A,32-3A-030,094+0.441,094+0.553,X-32007,31,0.112,3632.5,406.84000000000003,,MISSOULA,,US-93,NI-NHS,6.2,585.8870967741935,65.61935483870968
C247158A,087367M,002+0.451,002+0.748,L-56-4738,2,0.296,91.33333333333333,27.034666666666663,,YELLOWSTONE,,,,0.4,228.33333333333331,67.58666666666666
C000007A,32-3A-324,094+0.553,094+0.621,X-32007,8,0.069,1570.0,108.33000000000001,,MISSOULA,,US-93,NI-NHS,1.6,981.25,67.70625
C220306A,091521P,000+0.000,000+0.135,L-39-37,1,0.135,102.66666666666667,13.860000000000001,,POWELL,,,,0.2,513.3333333333334,69.3
C005224A,07-2A-236,000+0.382,000+0.458,U-5224,13,0.076,2379.2,180.8192,,CASCADE,5TH ST,,Urban,2.6,915.076923076923,69.54584615384616
C001021A,56-4A-252,000+0.000,000+0.072,U-1021,9,0.072,1741.25,125.36999999999999,,YELLOWSTONE,N 30TH ST,,Urban,1.8,967.3611111111111,69.64999999999999
C220018A,906484W,000+0.742,001+0.814,L-1-278,2,1.072,26.0,27.872,,BEAVERHEAD,,,,0.4,65.0,69.67999999999999
C229233A,22-4-018,000+0.000,000+0.249,R090W267OFA,2,0.249,112.2,27.9378,,JEFFERSON,,,,0.4,280.5,69.8445
C229297A,48-2-044,000+0.000,000+0.211,R090W396ONA,1,0.211,66.5,14.0315,,STILLWATER,,,,0.2,332.5,70.1575
C228496A,52-1-020,000+0.000,000+0.248,R094E072OFA,1,0.248,56.6,14.0368,,TREASURE,,,,0.2,283.0,70.184
C228196A,01-4-016,000+0.000,000+0.293,R015N074ONA,1,0.293,48.2,14.1226,,BEAVERHEAD,,,,0.2,241.0,70.613
C005226A,07-2A-117,001+0.829,001+0.906,U-5226,18,0.078,3275.0,255.45,,CASCADE,26TH ST S,,Urban,3.6,909.7222222222222,70.95833333333333
C228981A,32-3-069,000+0.000,000+0.230,R090E077OFA,1,0.23,61.8,14.214,,MISSOULA,,,,0.2,308.99999999999994,71.07
C228291A,50-2-004,000+0.000,000+0.235,R015N321OFA,1,0.235,60.6,14.241,,TETON,,,,0.2,303.0,71.205
C004309A,25-7C-106,000+0.000,000+0.469,L-25-2683,17,0.469,519.8,243.78619999999995,,LEWIS AND CLARK,,,,3.4,152.88235294117646,71.70182352941175
C228526A,40-2-025,000+0.000,000+0.330,R094E169OFA,1,0.33,43.8,14.454,,PRAIRIE,,,,0.2,218.99999999999997,72.27
C003556A,07-2A-204,000+0.000,000+0.570,L-7-2856,14,0.57,356.4,203.14799999999997,,CASCADE,,,,2.8,127.28571428571429,72.55285714285714
C008111A,32-3A-224,000+0.138,000+0.283,U-8111,15,0.144,1524.0,219.456,,MISSOULA,RYMAN ST,,Urban,3.0,508.0,73.152
C228535A,11-4-010,000+0.000,000+0.348,R094E198ONA,1,0.348,42.2,14.685599999999999,,DAWSON,,,,0.2,211.0,73.428
C228272A,07-1-032,000+0.000,000+0.237,R015N270OFA,3,0.237,186.4,44.1768,,CASCADE,,,,0.6,310.6666666666667,73.628
C005706A,21-4A-039,000+0.516,000+0.590,U-5706,7,0.074,1402.25,103.7665,,HILL,3RD AVE,,Urban,1.4,1001.6071428571429,74.11892857142857
C228943A,31-1-028,000+0.000,000+0.220,R090E022OFA,1,0.22,67.4,14.828000000000001,,MINERAL,,,,0.2,337.0,74.14
C228524A,09-2-018,000+0.000,000+0.277,R094E159OFA,1,0.277,53.6,14.8472,,CUSTER,,,,0.2,268.0,74.236
C228171A,01-8-021,000+0.000,000+0.313,R015N000ONA,1,0.313,47.8,14.9614,,BEAVERHEAD,,,,0.2,238.99999999999997,74.80699999999999
C228181A,01-6-019,000+0.000,000+0.241,R015N037ONA,1,0.241,62.2,14.9902,,BEAVERHEAD,,,,0.2,311.0,74.951
C027462A,059206S,000+0.000,000+0.321,L-27-462,1,0.321,47.0,15.087,,LINCOLN,,,,0.2,235.0,75.43499999999999
C229330A,56-4-082,000+0.000,000+0.249,R090W462OFA,2,0.249,121.2,30.1788,,YELLOWSTONE,,,,0.4,303.0,75.44699999999999
C060544A,092644E,000+0.000,000+0.630,L-44-544,2,0.63,48.333333333333336,30.450000000000003,,ROSEBUD,,,,0.4,120.83333333333333,76.125
C228197A,01-4-028,000+0.000,000+0.233,R015N085OFA,1,0.233,67.0,15.611,,BEAVERHEAD,,,,0.2,335.0,78.05499999999999
C229028A,22-4-016,000+0.000,000+0.248,R090E267OFA,1,0.248,63.8,15.8224,,JEFFERSON,,,,0.2,318.99999999999994,79.112
C003556A,07-2A-216,000+0.979,001+0.466,L-7-2856,38,0.487,1236.25,602.05375,,CASCADE,,,,7.6,162.66447368421052,79.21759868421053
C472172A,091062W,000+0.000,000+0.284,L-32-5770,1,0.284,56.0,15.903999999999998,,MISSOULA,,,,0.2,280.0,79.51999999999998
C006108A,32-3A-283,000+0.000,000+0.726,L-32-4574,8,0.726,176.5,128.139,,MISSOULA,,,,1.6,110.3125,80.086875
C228415A,07-3-022,000+0.000,000+0.229,R015S244ONA,1,0.229,70.4,16.1216,,CASCADE,,,,0.2,352.0,80.608
C006039A,32-3A-198,000+0.000,000+0.387,L-32-4567,8,0.387,336.25,130.12875,,MISSOULA,,,,1.6,210.15625,81.33046875
C228439A,07-2-055,000+0.000,000+0.320,R015S297ONA,1,0.32,51.0,16.32,,CASCADE,,,,0.2,255.0,81.6
C229103A,49-3-022,000+0.000,000+0.317,R090E362ONA,1,0.317,51.6,16.357200000000002,,SWEET GRASS,,,,0.2,258.0,81.786
C005470A,27-3A-031,000+0.240,000+0.556,L-27-1498,1,0.317,52.0,16.484,,LINCOLN,,,,0.2,260.0,82.42
C016413A,090587L,000+0.000,001+0.150,L-16-413,6,1.15,86.5,99.475,,GALLATIN,,,,1.2,72.08333333333334,82.89583333333333
